,molecule_chembl_id,IC50,units,smiles,pIC50,ro5_fulfilled,ROMol
183,CHEMBL4793210,6770.0,nM,O=C(c1cccc(Cl)c1Cl)N1CCC(Nc2ncnc3[nH]ncc23)CC1,5.169411331314856,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB35966D0>
184,CHEMBL4793598,6840.0,nM,O=C(c1ccccc1Cl)N1CCC(Nc2ncnc3[nH]ncc23)CC1,5.164943898279883,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB3596740>
185,CHEMBL4785429,7150.0,nM,O=C(Nc1ccc(C(F)(F)F)cc1)NC1CCN(c2ncnc3[nH]ncc23)CC1,5.145693958198919,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB35967B0>
186,CHEMBL4798737,7180.0,nM,O=C(Nc1cccc(Cl)c1)N1CCC(Nc2ncnc3[nH]ncc23)CC1,5.1438755557577,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB3596820>
189,CHEMBL3594175,7800.0,nM,CN1CC[C@H](c2cc(Nc3ccnc(N(C)Cc4ccc5[nH]cnc5c4Cl)n3)n[nH]2)C1=O,5.107905397309519,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB3596970>
190,CHEMBL4793834,7820.0,nM,O=C(c1ccc(F)cc1)N1CCC(Nc2ncnc3[nH]ncc23)CC1,5.106793246940152,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB35969E0>
196,CHEMBL4776846,8820.0,nM,COc1ccc(C(=O)NC2CCN(c3ncnc4[nH]ncc34)CC2)cc1,5.05453141486818,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB3596C10>
197,CHEMBL4785123,9320.0,nM,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC(Nc2ncnc3[nH]ncc23)CC1,5.030584087646019,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB3596C80>
199,CHEMBL4789709,9440.0,nM,O=C(c1ccc(Cl)cc1)N1CCC(Nc2ncnc3[nH]ncc23)CC1,5.025028005701931,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB3596D60>
202,CHEMBL3884319,10000.0,nM,CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21,5.0,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB3596EB0>
204,CHEMBL4800106,10850.0,nM,O=C(Nc1ccc(Cl)c(Cl)c1)N1CCC(Nc2ncnc3[nH]ncc23)CC1,4.964570261815451,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB3596F90>
205,CHEMBL4791790,11140.0,nM,O=C(Nc1cccc2ccccc12)NC1CCN(c2ncnc3[nH]ncc23)CC1,4.95311480916229,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB35A0040>
210,CHEMBL4791047,13760.0,nM,COc1ccc(NC(=O)N2CCC(Nc3ncnc4[nH]ncc34)CC2)cc1,4.861381566100508,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB35A0270>
211,CHEMBL3892617,14000.0,nM,CN(c1cccc(CO)c1)c1nc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)ncc1F,4.853871964321762,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB35A02E0>
214,CHEMBL4783433,15750.0,nM,O=C(Nc1ccc(C(F)(F)F)cc1)N1CCC(Nc2ncnc3[nH]ncc23)CC1,4.80271944187438,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB35A0430>
216,CHEMBL4786269,16400.0,nM,O=C(NC1CCN(c2ncnc3[nH]ncc23)CC1)c1ccc(Br)cc1,4.785156151952302,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB35A0510>
217,CHEMBL4787384,17440.0,nM,Cc1ccc(NC(=O)N2CCC(Nc3ncnc4[nH]ncc34)CC2)cc1,4.758453519403451,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB35A0580>
218,CHEMBL4792139,17890.0,nM,O=C(Nc1ccc(Br)cc1)N1CCC(Nc2ncnc3[nH]ncc23)CC1,4.747389659432627,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB35A05F0>
219,CHEMBL271138,18000.0,nM,c1nc(N2CCOCC2)c2nc[nH]c2n1,4.7447274948966935,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB35A0660>
220,CHEMBL271139,18000.0,nM,c1nc(NC2CCCC2)c2nc[nH]c2n1,4.7447274948966935,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB35A06D0>
223,CHEMBL407278,23000.0,nM,CC1CC(Nc2ncnc3[nH]cnc23)CC(C)(C)C1,4.638272163982407,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB35A0820>
224,CHEMBL408244,23000.0,nM,CC(Sc1ncnc2[nH]cnc12)c1ccccc1Cl,4.638272163982407,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB35A0890>
229,CHEMBL4799919,29210.0,nM,O=C(c1ccc(Br)cc1)N1CCC(Nc2ncnc3[nH]ncc23)CC1,4.534468443026451,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB35A0AC0>
230,CHEMBL259040,31000.0,nM,c1nc2cnc(NC3CCCCC3)nc2[nH]1,4.508638306165727,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB35A0B30>
231,CHEMBL4790143,31090.0,nM,Cc1cc(C)c(C(=O)N2CCC(Nc3ncnc4[nH]ncc34)CC2)c(C)c1,4.507379277956808,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB35A0BA0>
232,CHEMBL4779069,33210.0,nM,Cc1ccccc1C(=O)N1CCC(Nc2ncnc3[nH]ncc23)CC1,4.478731124401615,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB35A0C10>
233,CHEMBL469,36000.0,nM,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,4.443697499232713,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB35A0C80>
235,CHEMBL4777324,39450.0,nM,Cc1ccc(C(=O)N2CCC(Nc3ncnc4[nH]ncc34)CC2)cc1,4.403952992454561,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB35A0D60>
236,CHEMBL3609328,54000.0,nM,CN1CCN(C2=Nc3cc(F)ccc3Nc3ccc(F)cc32)CC1,4.267606240177032,True,<rdkit.Chem.rdchem.Mol object at 0x000001DFB35A0DD0>
