,molecule_chembl_id,IC50,units,smiles,pIC50
85,CHEMBL5281068,233.0,nM,CN1C(=O)CCC(N2C(=O)c3cccc(NCCCCCCCCNC(=O)N4CC[C@H](NC5=Nc6cc(F)ccc6N(CC(F)F)c6ccc(Cl)cc65)C4)c3C2=O)C1=O,6.632644078973981
86,CHEMBL2386718,244.0,nM,C[C@H](Nc1nccc(Nc2cc(C3CC3(F)F)[nH]n2)n1)c1ccc2[nH]cnc2c1,6.61261017366127
87,CHEMBL3596908,260.0,nM,O=C(c1ccc(Cl)cc1)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,6.585026652029182
88,CHEMBL3933198,270.0,nM,CCS(=O)(=O)c1cc(Nc2ncc(F)c(N(C)c3cc(CO)c(C)cc3C)n2)cc(N2CCOCC2)c1,6.568636235841012
89,CHEMBL3597012,270.0,nM,CC(=O)N1CCc2cc(-c3cnc4[nH]cc(C(=O)c5ccccc5Cl)c4c3)ccc2C1,6.568636235841012
90,CHEMBL3580972,281.0,nM,C[C@H](Nc1nccc(Nc2cc(C3CC3)[nH]n2)n1)c1ccc2[nH]cnc2c1,6.55129368009492
91,CHEMBL2403070,289.0,nM,CCOC(=O)c1cc(Nc2ncc(Cl)c(-c3cccc(CC#N)c3)n2)ccc1N1CCN(C)CC1,6.539102157243452
92,CHEMBL3609330,323.0,nM,CCN1c2ccc(F)cc2N=C(N2CCN(C)CC2)c2cc(Cl)ccc21,6.490797477668897
93,CHEMBL4763427,330.0,nM,CNC(=O)c1n[nH]c2cc(-c3ccc(-n4ccccc4=O)cc3Cl)ccc12,6.481486060122112
94,CHEMBL3769456,341.0,nM,CNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(C[C@H]3CC[C@H](N)CC3)c2n1,6.467245621007502
95,CHEMBL3580974,362.0,nM,Clc1c(CNc2nccc(Nc3cc(C4CC4)[nH]n3)n2)ccc2[nH]cnc12,6.441291429466834
96,CHEMBL3770943,399.0,nM,CNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(C[C@H]3CNCCO3)c2n1,6.399027104313252
97,CHEMBL3596902,400.0,nM,O=C(c1ccccc1)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,6.3979400086720375
98,CHEMBL3891484,420.0,nM,Cc1ccc(N(C)c2nc(Nc3cc(N4CCOCC4)cc(S(C)(=O)=O)c3)ncc2F)cc1CO,6.376750709602099
99,CHEMBL3596918,440.0,nM,CS(=O)(=O)c1ccc(C(=O)c2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)c(Cl)c1,6.356547323513812
100,CHEMBL3596900,460.0,nM,Clc1ccccc1-c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,6.337242168318426
101,CHEMBL3980696,480.0,nM,CN(c1cc(CO)ccc1Cl)c1nc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)ncc1F,6.318758762624412
102,CHEMBL2403059,487.0,nM,COc1cc(C#N)cc(-c2nc(Nc3ccc(N4CCN(C)CC4)c(OC)c3)ncc2Cl)c1,6.3124710387853655
103,CHEMBL3596906,490.0,nM,COc1ccccc1C(=O)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,6.309803919971486
104,CHEMBL2105734,500.0,nM,COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-],6.301029995663981
105,CHEMBL590109,510.0,nM,NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,6.292429823902063
106,CHEMBL3942173,530.0,nM,CCN(c1cc(CO)ccc1C)c1nc(Nc2ccc(N3CCN(C)CC3)c(S(=O)(=O)CC)c2)ncc1F,6.275724130399211
107,CHEMBL1090360,531.0,nM,O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1,6.274905478918531
108,CHEMBL3924245,540.0,nM,CCS(=O)(=O)c1cc(Nc2ncc(F)c(N(C)c3cc(CO)ccc3C)n2)ccc1N1CCN(C)CC1,6.267606240177031
109,CHEMBL2403065,548.0,nM,CN1CCN(c2ccc(Nc3ncc(Cl)c(-c4cccc(CC#N)c4)n3)cc2F)CC1,6.261219441515631
110,CHEMBL4798596,560.0,nM,O=C(Nc1ccccc1Cl)NC1CCN(c2ncnc3[nH]ncc23)CC1,6.251811972993799
111,CHEMBL5090394,580.0,nM,CNc1ncc2cc(-c3ccc(-c4ncccc4F)cc3Cl)c(=O)n(C[C@H]3OC[C@H](N)CO3)c2n1,6.236572006437063
112,CHEMBL4782048,590.0,nM,O=C(NCC1CC1)c1n[nH]c2cc(-c3ccc(-n4ccccc4=O)cc3Cl)ccc12,6.229147988357855
113,CHEMBL3596909,630.0,nM,O=C(c1ccc(CO)cc1)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,6.200659450546418
114,CHEMBL3596917,630.0,nM,NC(=O)c1ccc(C(=O)c2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)c(Cl)c1,6.200659450546418
115,CHEMBL2403075,636.0,nM,Cc1cnc(-c2cc(Nc3ncc(Cl)c(-c4cccc(CC#N)c4)n3)ccc2N2CCN(C)CC2)o1,6.196542884351587
116,CHEMBL3596913,650.0,nM,N#Cc1ccc(Cl)c(C(=O)c2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)c1,6.187086643357144
117,CHEMBL2403066,674.0,nM,CN1CCN(c2ccc(Nc3ncc(Cl)c(-c4cccc(CC#N)c4)n3)cc2O)CC1,6.17134010346468
118,CHEMBL3822986,685.0,nM,C[C@@H](Nc1nccc(Nc2cc(C3CC3)[nH]n2)n1)c1ccc2[nH]ccc2n1,6.164309428507575
119,CHEMBL3596905,740.0,nM,N#Cc1ccccc1C(=O)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,6.130768280269024
120,CHEMBL4794451,744.0,nM,Cc1cccn(-c2ccc(-c3ccc4c(C(=O)NC5CCOCC5)n[nH]c4c3)c(Cl)c2)c1=O,6.128427064454121
121,CHEMBL4783727,777.0,nM,Cc1cncc(-c2ccc(-c3ccc4c(C(=O)NCC5CC5)n[nH]c4c3)c(Cl)c2)n1,6.1095789811990855
122,CHEMBL2403071,780.0,nM,CN1CCN(c2ccc(Nc3ncc(Cl)c(-c4cccc(CC#N)c4)n3)cc2C#N)CC1,6.107905397309519
123,CHEMBL3962678,810.0,nM,Cc1ccc(CO)cc1N(C)c1nc(Nc2ccc(N3CCN(C)CC3)c(S(C)(=O)=O)c2)ncc1F,6.09151498112135
124,CHEMBL3769981,813.0,nM,CCNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(CC3CCNC(=O)C3)c2n1,6.089909454405932
125,CHEMBL4779121,830.0,nM,O=C(CCN1CCOCC1)Nc1ccc2c(c1)/C(=C\c1c[nH]c3ccccc13)C(=O)N2,6.080921907623926
126,CHEMBL5089164,859.5,nM,Cn1ccc2cc(Nc3ncc(C(F)(F)F)c(N[C@H]4CC[C@@H](N)CC4)n3)ccc2c1=O,6.065754118976929
127,CHEMBL3961614,860.0,nM,Cc1ccc(CO)cc1N(C)c1nc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)ncc1F,6.065501548756432
128,CHEMBL2403067,957.0,nM,CCOc1cc(Nc2ncc(Cl)c(-c3cccc(CC#N)c3)n2)ccc1N1CCN(C)CC1,6.019088062223156
129,CHEMBL3770806,980.0,nM,CCNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(CCCO)c2n1,6.008773924307505
130,CHEMBL2403060,985.0,nM,COc1cc(Nc2ncc(Cl)c(-c3cccc(C(C)(C)C#N)c3)n2)ccc1N1CCN(C)CC1,6.006563769502389
131,CHEMBL4293583,1000.0,nM,CO[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H](O[C@H]4[C@H](O[C@H]5CC[C@]6(C)[C@@H]7CCC89C(=O)O[C@@](C)(CCCC(C)C)[C@H]8[C@@H](OC(C)=O)C[C@@]9(C)C7=CC[C@H]6C5(C)C)OC[C@@H](OS(=O)(=O)[O-])[C@@H]4O)O[C@@H]3C)OC[C@H]2O)O[C@H](CO)[C@H]1O.[Na+],6.0
132,CHEMBL4787813,1140.0,nM,O=C(Nc1ccc(F)cc1F)NC1CCN(c2ncnc3[nH]ncc23)CC1,5.943095148663527
133,CHEMBL4780324,1240.0,nM,O=C(Nc1cccc(Cl)c1)NC1CCN(c2ncnc3[nH]ncc23)CC1,5.906578314837764
134,CHEMBL5092606,1277.3,nM,CN(C)C(=O)c1ccc(Nc2ncc(C(F)(F)F)c(N[C@H]3CC[C@@H](N)CC3)n2)cc1,5.8937070878243425
135,CHEMBL2403074,1420.0,nM,CN1CCN(c2ccc(Nc3ncc(Cl)c(-c4cccc(CC#N)c4)n3)cc2-c2ncco2)CC1,5.847711655616944
136,CHEMBL5091324,1500.0,nM,CN(C)C(=O)N1CC[C@H](NC2=Nc3cc(F)ccc3N(CC(F)F)c3ccc(Cl)cc32)C1,5.823908740944319
137,CHEMBL3596907,2000.0,nM,O=C(c1cccc(Cl)c1)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,5.698970004336019
138,CHEMBL4552628,2100.0,nM,Cc1sc(C(=O)N[C@@H]2[C@H](N)CCCC2(F)F)cc1-c1cnn2cc(Cl)cnc12,5.6777807052660805
139,CHEMBL3935195,2100.0,nM,Cc1cc(C)c(N(C)c2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2F)cc1CO,5.6777807052660805
140,CHEMBL2403061,2140.0,nM,COc1cc(Nc2ncc(Cl)c(-c3cccc(C(=O)NCC#N)c3)n2)ccc1N1CCN(C)CC1,5.669586226650809
141,CHEMBL4784049,2160.0,nM,Cc1cccc(C)c1NC(=O)NC1CCN(c2ncnc3[nH]ncc23)CC1,5.665546248849069
142,CHEMBL3580962,2200.0,nM,N[C@H]1CC[C@H](CNc2nccc(Nc3cc(C4CC4)[nH]n3)n2)CC1,5.657577319177793
143,CHEMBL4776761,2290.0,nM,O=C(Nc1ccc(Cl)c(Cl)c1)NC1CCN(c2ncnc3[nH]ncc23)CC1,5.6401645176601125
144,CHEMBL4747190,2440.0,nM,O=C(CCN1CCOCC1)Nc1ccc2c(c1)/C(=C\c1ccc(F)c(Cl)c1)C(=O)N2,5.61261017366127
145,CHEMBL1437894,2500.0,nM,CCCCCC(=O)c1c(O)cc(OC)c(Cl)c1O,5.6020599913279625
146,CHEMBL472940,2500.0,nM,Oc1ccc2ccccc2c1SSc1c(O)ccc2ccccc12,5.6020599913279625
147,CHEMBL4779077,2510.0,nM,O=C(NC1CCN(c2ncnc3[nH]ncc23)CC1)c1cccc(C(F)(F)F)c1,5.600326278518962
148,CHEMBL2403062,2680.0,nM,CCOC(=O)c1cccc(-c2nc(Nc3ccc(N4CCN(C)CC4)c(OC)c3)ncc2Cl)c1,5.571865205971211
149,CHEMBL2403068,2880.0,nM,COCCOc1cc(Nc2ncc(Cl)c(-c3cccc(CC#N)c3)n2)ccc1N1CCN(C)CC1,5.5406075122407685
150,CHEMBL1762546,3100.0,nM,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)n1,5.508638306165727
151,CHEMBL4748052,3170.0,nM,O=C(CCN1CCOCC1)Nc1ccc2c(c1)/C(=C\c1ccc(O)c(O)c1)C(=O)N2,5.498940737782249
152,CHEMBL3969873,3300.0,nM,COCc1ccc(C)c(N(C)c2nc(Nc3cc(N4CCOCC4)cc(S(C)(=O)=O)c3)ncc2F)c1,5.481486060122112
153,CHEMBL4799887,3410.0,nM,O=C(CCN1CCOCC1)Nc1ccc2c(c1)/C(=C\c1ccc(O)cc1)C(=O)N2,5.467245621007502
154,CHEMBL4277903,4000.0,nM,Cc1cc(C)cc(NC(=N)Nc2ccccc2C(F)(F)F)c1,5.3979400086720375
155,CHEMBL2403073,4010.0,nM,CCN(CC)C(=O)c1cc(Nc2ncc(Cl)c(-c3cccc(CC#N)c3)n2)ccc1N1CCN(C)CC1,5.396855627379818
156,CHEMBL4779629,4030.0,nM,O=C(Nc1ccc(Br)cc1)NC1CCN(c2ncnc3[nH]ncc23)CC1,5.39469495385889
157,CHEMBL4780102,4170.0,nM,O=C(NC1CCN(c2ncnc3[nH]ncc23)CC1)c1cccc(Cl)c1Cl,5.379863945026242
158,CHEMBL4743541,4350.0,nM,O=C(CCN1CCOCC1)Nc1ccc2c(c1)/C(=C\c1ccc3[nH]ncc3c1)C(=O)N2,5.361510743045363
159,CHEMBL4793597,4540.0,nM,O=C(NC1CCN(c2ncnc3[nH]ncc23)CC1)c1ccc(F)cc1,5.342944147142896
160,CHEMBL2403064,4670.0,nM,COc1cc(Nc2ncc(Cl)c(-c3cccc(NC(C)=O)c3)n2)ccc1N1CCN(C)CC1,5.330683119433887
161,CHEMBL4789740,4710.0,nM,Cc1ccc(NC(=O)NC2CCN(c3ncnc4[nH]ncc34)CC2)cc1,5.326979092871104
162,CHEMBL5179545,5000.0,nM,CCC(=O)c1n[nH]c2ccc(-c3ccccc3Cl)cc12,5.301029995663981
163,CHEMBL4748736,5000.0,nM,CNC(=O)c1n[nH]c2cc(-c3ccccc3Cl)ccc12,5.301029995663981
